,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
219,개방화장실,퍼스트주유소(셀프),서울특별시 송파구 삼학사로 22,서울특별시 송파구 석촌동 217-17,N,1,1,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.500471,127.131686,2018.2.20
220,개방화장실,㈜남경석유,서울특별시 송파구 동남로 298,"서울특별시 송파구 오금동 129-5, 6",N,1,1,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.508202,127.132566,2018.2.20
221,개방화장실,아시아주유소,서울특별시 송파구 도곡로 438,"서울특별시 송파구 잠실본동 305-11, 12",N,2,1,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.50519,127.131653,2018.2.20
222,개방화장실,송파주유소,서울특별시 송파구 송이로 28,서울특별시 송파구 송파2동 174-16,N,1,1,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.489918,127.143604,2018.2.20
223,개방화장실,SK엔크린 신화에너지,서울특별시 송파구 가락로 47,"서울특별시 송파구 석촌동 239-8, 13",N,1,2,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.485184,127.128863,2018.2.20
224,개방화장실,GS칼텍스 레이크시티주유소,서울특별시 송파구 삼학사로 70,"서울특별시 송파구 석촌동 14-2, 3",N,1,2,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2500,"정시(09:00~18:00, 평일만)",,37.501658,127.145754,2018.2.20
225,개방화장실,마천시장,서울특별시 송파구 마천로45길 23,"서울특별시 송파구 마천동 140-2,3",N,2,2,0,0,0,0,3,1,0,서울특별시 송파구청,02-2147-2500,상시,,37.496836,127.141655,2018.2.20
226,공중화장실,성내천 물놀이장 화장실,서울특별시 송파구 성내천로 103,서울특별시 송파구 오금동 135번지,N,3,1,0,0,0,0,2,1,0,서울특별시 송파구청,02-2147-3340,상시,,37.490303,127.132223,2018.2.20
227,공중화장실,"탄천,장지천 합류지점 화장실",서울특별시 송파구 문정동 419-13(장지천?탄천 합류지점),서울특별시 송파구 문정동 419-13(장지천?탄천 합류지점),N,1,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-3340,"정시(09:00~18:00, 평일만)",,37.503089,127.142388,2018.2.20
228,공중화장실,물빛광장 앞 화장실,서울특별시 송파구 동남로 303-7,서울특별시 송파구 오금동 128번지,N,1,1,0,0,0,0,3,0,1,서울특별시 송파구청,02-2147-3340,"정시(09:00~18:00, 평일만)",,37.498974,127.139151,2018.2.20
229,공중화장실,방이동고분군화장실,서울특별시 송파구 오금로 219,서울특별시 송파구 방이동 125,N,4,8,0,0,0,0,6,0,0,서울특별시 송파구청,02-2147-2800,"정시(09:00~18:00, 평일만)",,37.493519,127.130939,2018.2.20
230,공중화장실,석촌동 고분군화장실,서울특별시 송파구 가락로7길 21,서울특별시 송파구 석촌동 248,N,3,3,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2800,"정시(09:00~18:00, 평일만)",,37.49346,127.130065,2018.2.20
231,개방화장실,송파다목적구장화장실,서울특별시 송파구 동남로23가길 20-15,서울특별시 송파구 오금동 51 송파다목적 구장,N,3,2,0,0,0,0,6,0,0,서울특별시 송파구청,02-2147-2800,상시,,37.491798,127.123935,2018.2.20
232,개방화장실,송파구여성축구장,서울특별시 송파구 방이동 88-10,서울특별시 송파구 방이동 88-10,N,1,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2800,"정시(09:00~18:00, 평일만)",,37.498198,127.125335,2018.2.20
233,개방화장실,체육문화회관화장실,서울특별시 송파구 양산로 15,서울특별시 송파구 거여동 289,N,1,2,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2800,"정시(09:00~18:00, 평일만)",,37.506054,127.084568,2018.2.20
234,개방화장실,배드민턴체육관 화장실,서울특별시 송파구 문정로 176,서울특별시 송파구 거여동 산 21-1,N,2,3,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2800,"정시(09:00~18:00, 평일만)",,37.478652,127.12066,2018.2.20
235,개방화장실,송파어린이도서관,서울특별시 송파구 올림픽로 105,서울특별시 송파구 잠실동19-6,N,1,1,1,0,0,0,1,1,0,서울특별시 송파구청,02-2147-2360,상시,,37.485147,127.13464,2018.2.20
236,개방화장실,소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길 9,서울특별시 송파구 풍납동401-1,N,2,1,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2360,상시,,37.500888,127.158802,2018.2.20
237,개방화장실,소나무언덕2호작은도서관,서울특별시 송파구 석촌호수로 155,서울특별시 송파구 잠실동 44-4,N,1,1,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2360,상시,,37.538538,127.121894,2018.2.20
238,개방화장실,거마도서관 정보센터,서울특별시 송파구 거마로2길 19,서울특별시 송파구 거여동 195-1,N,2,1,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2360,상시,,37.506347,127.109987,2018.2.20
239,개방화장실,소나무언덕4호작은도서관,서울특별시 송파구 송이로 34,서울특별시 송파구 송파동 173-21,N,1,1,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2360,"정시(09:00~18:00, 평일만)",,37.485184,127.128863,2018.2.20
240,개방화장실,소나무언덕잠실본동작은도서관,서울특별시 송파구 잠실동 306,서울특별시 송파구 잠실동 306,N,2,2,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2360,"정시(09:00~18:00, 평일만)",,37.532163,127.113295,2018.2.20
241,개방화장실,송파어린이영어작은도서관,서울특별시 송파구 오금로2길 22,서울특별시 송파구 신천동 14,N,1,2,1,0,3,0,2,1,2,서울특별시 송파구청,02-2147-2360,"정시(09:00~18:00, 평일만)",,37.492335,127.156625,2018.2.20
242,개방화장실,송파여성문화회관 화장실,서울특별시 송파구 백제고분로42길 5,서울특별시 송파구 송파동 113-2,N,2,2,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2760,"정시(09:00~18:00, 평일만)",,37.489731,127.111309,2018.2.20
243,간이화장실,비계(현충),,서울특별시 동작구 동작동 산42-1,Y,1,1,0,0,0,0,1,0,0,서울특별시 동작구청,,상시,,37.50319845,126.9676957,2018.2.19
244,개방화장실,송파 어린이문화회관,서울특별시 송파구 중대로 235,서울특별시 송파구 오금동 50,N,2,2,0,0,1,0,2,0,7,서울특별시 송파구청,02-2147-2760,"정시(09:00~18:00, 평일만)",,37.499996,127.134841,2018.2.20
245,개방화장실,마천종합사회복지관,서울특별시 송파구 마천로65길 4,서울특별시 송파구 마천동 323-197,N,1,2,0,0,0,0,0,0,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.519185,127.116092,2018.2.20
246,개방화장실,가락종합사회복지관,서울특별시 송파구 송파대로 345,서울특별시 송파구 가락동 481-2,N,1,2,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.51894,127.115517,2018.2.20
247,개방화장실,송파종합사회복지관,서울특별시 송파구 오금로51길 34,서울특별시 송파구 거여동 5-8,N,1,2,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.518034,127.116721,2018.2.20
248,개방화장실,삼전종합사회복지관,서울특별시 송파구 백제고분로32길 37,서울특별시 송파구 삼전동 172,N,1,2,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.516559,127.12921,2018.2.20
249,개방화장실,풍납종합사회복지관,서울특별시 송파구 강동대로3길 5,서울특별시 송파구 풍납동 330-1,N,1,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.51693,127.118209,2018.2.20
250,개방화장실,잠실종합사회복지관,서울특별시 송파구 올림픽로12길 12,서울특별시 송파구 잠실동 188-1,N,1,2,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.516682,127.120994,2018.2.20
251,개방화장실,솔바람복지센터,서울특별시 송파구 풍성로5길 16,서울특별시 송파구 풍납동 175,N,3,1,1,0,0,0,1,1,0,서울특별시 송파구청,02-2147-2680,"정시(09:00~18:00, 평일만)",,37.514996,127.122224,2018.2.20
252,개방화장실,방이복지관,서울특별시 송파구 오금로11길 68,서울특별시 송파구 방이동 52-2,N,0,0,1,0,0,0,0,1,0,서울특별시 송파구청,02-2147-2720,"정시(09:00~18:00, 평일만)",,37.521094,127.121011,2018.2.20
253,개방화장실,서울시각장애인복지관,서울특별시 송파구 삼학사로19길 27,서울특별시 송파구 삼전동 109,N,1,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2720,"정시(09:00~18:00, 평일만)",,37.51477,127.125094,2018.2.20
254,개방화장실,인성장애인복지관,서울특별시 송파구 마천로61길 26,서울특별시 송파구 마천동 211-90,N,1,2,1,0,0,0,0,1,1,서울특별시 송파구청,02-2147-2720,"정시(09:00~18:00, 평일만)",,37.514048,127.127531,2018.2.20
255,개방화장실,서울곰두리체육센터(오금동 51번지),서울특별시 송파구 동남로23가길 20-15,서울특별시 송파구 오금동 51,N,2,2,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2720,"정시(09:00~18:00, 평일만)",,37.524418,127.123229,2018.2.20
256,개방화장실,송파구청,서울특별시 송파구 올림픽로 326,서울특별시 송파구 신천동 29-5,N,3,4,1,0,0,0,6,1,0,서울특별시 송파구청,02-2147-2120,"정시(09:00~18:00, 평일만)",,37.520208,127.125752,2018.2.20
257,개방화장실,보건소,서울특별시 송파구 올림픽로 326,서울특별시 송파구 신천동  29-5,N,1,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-3420,"정시(09:00~18:00, 평일만)",,37.51827,127.122876,2018.2.20
258,개방화장실,송파구보건지소,서울특별시 송파구 양산로 5,서울특별시 송파구 거여동 289-5,N,2,2,0,0,0,0,2,1,0,서울특별시 송파구청,02-2147-3420,"정시(09:00~18:00, 평일만)",,37.515527,127.122188,2018.2.20
259,개방화장실,송파구의회,서울특별시 송파구 백제고분로 242,서울특별시 송파구 삼전동 62-2,N,2,3,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-3600,"정시(09:00~18:00, 평일만)",,37.522386,127.116483,2018.2.20
260,개방화장실,거송경로당 화장실,서울특별시 송파구 마천로46가길 12,서울특별시 송파구 거여동 205-47,N,4,3,1,0,0,0,7,1,0,서울특별시 송파구청,02-2147-2920,"정시(09:00~18:00, 평일만)",,37.51427,127.126347,2018.2.20
261,개방화장실,풍납1동 주민센터,서울특별시 송파구 천호대로152길 7,서울특별시 송파구 풍납1동 476,N,2,2,2,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.517233,127.120154,2018.2.20
262,개방화장실,풍납2동 주민센터,서울특별시 송파구 토성로 64,서울특별시 송파구 풍납2동 403-11,N,2,1,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.514733,127.127567,2018.2.20
263,개방화장실,거여1동주민센터,서울특별시 송파구 오금로53길 32,서울특별시 송파구 거여1동 136-16,N,3,4,1,0,0,0,5,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.516964,127.123335,2018.2.20
264,개방화장실,거여2동주민센터,서울특별시 송파구 오금로53길 3-5,서울특별시 송파구 거여2동 19-1,N,2,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.520986,127.126732,2018.2.20
265,개방화장실,마천1동주민센터,서울특별시 송파구 마천로 303,서울특별시 송파구 마천1동 128-10,N,2,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.515466,127.128468,2018.2.20
266,개방화장실,마천2동주민센터,서울특별시 송파구 마천로 287,서울특별시 송파구 마천2동 127-1,N,2,2,0,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.499806,127.142478,2018.2.20
267,개방화장실,방이1동주민센터,서울특별시 송파구 위례성대로16길 22,서울특별시 송파구 방이1동 200,N,3,7,1,0,0,0,4,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.47085,127.132053,2018.2.20
268,개방화장실,방이2동주민센터,서울특별시 송파구 백제고분로 495,서울특별시 송파구 방이2동 52-3,N,2,3,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.480996,127.136636,2018.2.20
269,개방화장실,오륜동주민센터,서울특별시 송파구 양재대로 1232,서울특별시 송파구 오륜동 89-10,N,2,1,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.514372,127.088936,2018.2.20
270,개방화장실,오금동주민센터,서울특별시 송파구 중대로25길 5,서울특별시 송파구 오금동 50-1,N,0,2,1,0,0,0,1,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.495584,127.12379,2018.2.20
271,개방화장실,제우빌딩,서울특별시 송파구 백제고분로 293,서울특별시 송파구 석촌동 15,N,1,2,0,0,0,0,1,0,0,서울특별시 송파구청,02-2147-3281,상시,,37.503106,127.099043,2018.2.20
272,개방화장실,위너스빌딩,서울특별시 송파구 백제고분로 63,서울특별시 송파구 잠실동 175-2,N,2,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-3281,상시,,37.511301,127.07884,2018.2.20
273,개방화장실,인성정보빌딩,서울특별시 송파구 위례성대로22길 28,서울특별시 송파구 오금동 23,N,2,3,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-3281,정시(09:00~19:00),,37.50823,127.129895,2018.2.20
274,공중화장실,송파나루(카페고고스) 화장실,서울특별시 송파구 석촌호수로 197,서울특별시 송파구 잠실동 47,N,3,4,1,0,1,0,5,1,1,서울특별시 송파구청,02-2147-3380,"정시(09:00~18:00, 평일만)",,37.50031,127.1082,2018.2.20
275,개방화장실,송파1동주민센터,서울특별시 송파구 백제고분로 392,서울특별시 송파구 송파동 113-1,N,1,1,1,0,0,0,3,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.515537,127.100894,2018.2.20
276,개방화장실,송파2동주민센터,서울특별시 송파구 송이로 32,서울특별시 송파구 송파2동 173,N,2,0,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.513884,127.106397,2018.2.20
277,개방화장실,석촌동주민센터,서울특별시 송파구 백제고분로37길 16,서울특별시 송파구 석촌동 265,N,2,6,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.495931,127.121708,2018.2.20
278,개방화장실,삼전동주민센터,서울특별시 송파구 백제고분로 236,서울특별시 송파구 삼전동 62,N,2,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.502635,127.127841,2018.2.20
279,개방화장실,가락본동주민센터,서울특별시 송파구 송파대로28길 39,서울특별시 송파구 가락본동 77-3,N,3,2,2,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.493479,127.111487,2018.2.20
280,개방화장실,가락1동주민센터,서울특별시 송파구 송파대로37길 29,서울특별시 송파구 가락1동 479,N,2,1,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.516474,127.072985,2018.2.20
281,개방화장실,가락2동주민센터,서울특별시 송파구 중대로20길 6,서울특별시 송파구 가락2동 154,N,2,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.507311,127.093828,2018.2.20
282,개방화장실,문정1동주민센터,서울특별시 송파구 동남로 116,서울특별시 송파구 문정1동 29-21,N,1,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.519736,127.136542,2018.2.20
283,개방화장실,문정2동주민센터,서울특별시 송파구 중대로 16,서울특별시 송파구 문정2동 150-38,N,1,2,1,0,0,0,1,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.494166,127.151797,2018.2.20
284,개방화장실,장지동주민센터,서울특별시 송파구 새말로19길 6,서울특별시 송파구 문정동 114-4,N,2,2,0,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.502708,127.092761,2018.2.20
285,개방화장실,잠실본동주민센터,서울특별시 송파구 백제고분로15길 9,서울특별시 송파구 잠실본동 230-1,N,2,2,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.528724,127.116851,2018.2.20
286,개방화장실,잠실2동주민센터,서울특별시 송파구 잠실로 32,서울특별시 송파구 잠실2동 22,N,2,1,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.519204,127.127499,2018.2.20
287,개방화장실,잠실3동주민센터,서울특별시 송파구 잠실로 51-31,서울특별시 송파구 잠실3동 27-4,N,1,3,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.516789,127.125061,2018.2.20
288,개방화장실,잠실4동주민센터,서울특별시 송파구 올림픽로35길 16,서울특별시 송파구 잠실4동 20-5,N,1,1,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-2220,"정시(09:00~18:00, 평일만)",,37.517017,127.126032,2018.2.20
289,개방화장실,잠실6동주민센터,서울특별시 송파구 올림픽로35길 120,서울특별시 송파구 잠실6동 7-6,N,3,2,1,0,0,0,2,0,0,서울특별시 송파구청,02-2147-2220,상시,,37.506786,127.098228,2018.2.20
290,개방화장실,잠실7동주민센터,서울특별시 송파구 올림픽로4길 17,서울특별시 송파구 잠실7동 85-1,N,2,3,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-2220,상시,,37.508691,127.097741,2018.2.20
291,개방화장실,송파경찰서,서울특별시 송파구 중대로 221,서울특별시 송파구 가락동 9-6,N,2,5,1,0,0,0,2,1,0,송파경찰서,02-406-8113,상시,,37.512154,127.107704,2018.2.20
292,개방화장실,강동세무서,서울특별시 송파구 강동대로 62,서울특별시 송파구 풍납2동 388-6,N,2,4,1,0,0,0,2,1,0,강동세무서,,"정시(09:00~18:00, 평일만)",,37.500486,127.141092,2018.2.20
293,개방화장실,송파세무서,서울특별시 송파구 강동대로 62,서울특별시 송파구 풍납2동 388-6,N,2,2,1,0,0,0,5,1,0,송파세무서,,상시,,37.498299,127.150577,2018.2.20
294,개방화장실,마천지구대,서울특별시 송파구 마천로41길 8,서울특별시 송파구 마천2동 127-8,Y,1,2,0,0,0,0,0,0,0,송파경찰서,02-406-8113,상시,,37.5035,127.097267,2018.2.20
295,개방화장실,방이지구대,서울특별시 송파구 양재대로71길 5-6,서울특별시 송파구 방이1동 204-8,N,1,3,0,0,0,0,1,0,0,송파경찰서,02-406-8113,상시,,37.499488,127.101729,2018.2.20
296,개방화장실,잠실지구대,서울특별시 송파구 백제고분로15길 5,서울특별시 송파구 잠실본동 230-3,N,1,1,0,0,0,0,1,0,0,송파경찰서,02-406-8113,상시,,37.502535,127.11634,2018.2.20
297,개방화장실,가락지구대,서울특별시 송파구 양재대로64길 42,서울특별시 송파구 가락본동 37,Y,1,1,0,0,0,0,0,0,0,송파경찰서,02-406-8113,상시,,37.504594,127.077357,2018.2.20
298,개방화장실,문정지구대,서울특별시 송파구 새말로15길 17-5,서울특별시 송파구 문정1동 92,Y,1,1,0,0,0,0,0,0,0,송파경찰서,02-406-8113,상시,,37.501877,127.137959,2018.2.20
299,개방화장실,삼전지구대,서울특별시 송파구 백제고분로 238,서울특별시 송파구 삼전동 62-3,N,4,5,0,0,0,0,3,0,0,송파경찰서,02-406-8113,상시,,37.506104,127.083624,2018.2.20
300,개방화장실,새울빌딩,서울특별시 금천구 시흥대로 414,서울특별시 금천구 독산4동 287-7,N,2,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jun.18,37.4705467,126.8810292,2018.2.20
301,개방화장실,올림픽공원-제1체육관(체조),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,47,63,2,0,0,0,82,2,4,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.512107,127.082406,2018.2.20
302,개방화장실,올림픽공원-제2체육관(펜싱),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,34,47,10,0,0,0,57,7,1,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.493581,127.138237,2018.2.20
303,개방화장실,올림픽공원-제3체육관(역도),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,12,7,5,0,0,0,11,4,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.490682,127.142822,2018.2.20
304,개방화장실,올림픽공원-경륜장(벨로드룸),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,54,94,10,0,0,0,44,3,0,국민체육진흥공단,,상시,,37.501925,127.102266,2018.2.20
305,개방화장실,올림픽공원-수영경기장,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,43,55,2,0,0,0,42,2,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.50078,127.131782,2018.2.20
306,개방화장실,올림픽공원-올림픽홀,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,47,59,1,0,0,0,51,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.502535,127.137391,2018.2.20
307,개방화장실,올림픽공원-올림픽미술관,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,9,13,0,0,0,0,14,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.478765,127.116994,2018.2.20
308,개방화장실,올림픽공원-컨벤션센터,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,21,15,4,0,0,0,26,2,0,국민체육진흥공단,,상시,,37.501298,127.118884,2018.2.20
309,개방화장실,올림픽회관,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,37,43,1,0,0,0,38,1,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.527248,127.117688,2018.2.20
310,개방화장실,선수촌올림픽스포츠센타,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,6,0,0,0,0,6,0,0,국민체육진흥공단,,상시,,37.502331,127.123004,2018.2.20
311,개방화장실,올림픽공원-중앙공급실,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,2,3,0,0,0,0,1,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.507264,127.094161,2018.2.20
312,개방화장실,올림픽공원-경륜장(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,3,5,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.503099,127.078862,2018.2.20
313,개방화장실,올림픽공원-수영장(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.49355,127.146817,2018.2.20
314,개방화장실,올림픽공원-피크닉장(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.502193,127.116799,2018.2.20
315,개방화장실,올림픽공원-북2문,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단이사장,,"정시(09:00~18:00, 평일만)",,37.490909,127.158144,2018.2.20
316,개방화장실,올림픽공원-에어돔(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.529058,127.110383,2018.2.20
317,개방화장실,올림픽공원-P1주차장(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.533822,127.121171,2018.2.20
318,개방화장실,영진빌딩,서울특별시 금천구 시흥대로 426,서울특별시 금천구 독산3동 159-23,N,2,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jun.18,37.4715436,126.8812656,2018.2.20
319,개방화장실,남문시장,서울특별시 금천구 시흥대로144길 17,서울특별시 금천구 독산3동 984-10,N,2,3,1,0,0,1,5,1,0,서울특별시 금천구청,02-2627-1909,24시간,Jul.18,37.4737591,126.8829029,2018.2.20
320,개방화장실,삼주물산,서울특별시 금천구 시흥대로 492,서울특별시 금천구 독산3동 954,N,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jun.18,37.4776571,126.8817333,2018.2.20
321,개방화장실,농협관악지점,서울특별시 금천구 남부순환로 1366,서울특별시 금천구 독산3동 951,N,1,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1909,09:00~16:30,Jun.18,37.4793528,126.8852167,2018.2.20
322,개방화장실,미도빌딩,서울특별시 금천구 시흥대로 473,서울특별시 금천구 독산1동 145-15,Y,1,3,0,0,0,0,1,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jul.18,37.4759294,126.8805365,2018.2.20
323,개방화장실,삼일빌딩,서울특별시 금천구 가산로 78,서울특별시 금천구 독산1동 148-17,N,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jul.18,37.4733373,126.8780455,2018.2.20
324,개방화장실,효연빌딩,서울특별시 금천구 가산로 116,서울특별시 금천구 가산동 151-30,N,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jul.18,37.4761203,126.8756156,2018.2.20
325,개방화장실,건국빌딩,서울특별시 금천구 시흥대로 421,서울특별시 금천구 독산1동 288-1,N,2,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jun.18,37.4711625,126.8801147,2018.2.20
326,개방화장실,새한벤처월드,서울특별시 금천구 시흥대로 281,서울특별시 금천구 시흥1동 113-15,N,3,4,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1909,24시간,Jun.18,37.4585392,126.8806357,2018.2.20
327,공중화장실,금천구청,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,N,4,4,1,0,0,0,8,1,0,서울특별시 금천구청,02-2627-1003,24시간,Jul.18,37.4567829,126.8866457,2018.2.20
328,공중화장실,가산동 주민센터,서울특별시 금천구 가산로 129,서울특별시 금천구 가산동 144-3,Y,2,3,1,0,0,0,2,0,0,서울특별시 금천구 가산동주민센터,02-2627-2501,09:00~18:00,,37.4768682,126.8830013,2018.2.20
